id;CLM_FREQ; CLM_AMT_1 ; CLM_AMT_2 ; CLM_AMT_3 ; CLM_AMT_4 ; CLM_AMT_5 ; CLM_AMT_6 ; CLM_AMT_7 ; CLM_AMT_8 ; CLM_AMT_9 ; CLM_AMT_10 ; CLM_AMT_11 ;CAR_USE;CAR_TYPE;AGE;GENDER;AREA;PREMIUM;FEES
432;5;88;226;213;162;247; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;58;M;Urban;550;28
433;3;198;157;229; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;40;M;Rural;682;34
434;3;457;61;278; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;54;F;Urban;689;34
435;1;125; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;39;M;Urban;671;34
436;3;178;222;129; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;49;M;Urban;385;19
437;2;112;173; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;48;F;Rural;388;19
438;2;92;123; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;42;M;Urban;515;26
439;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;37;F;Urban;672;34
440;6;176;100;92;149;210;166; -   ; -   ; -   ; -   ; -   ;Private;SUV;56;F;Rural;345;17
441;1;88; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban;487;24
442;2;196;201; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;21;F;Urban;380;19
443;5;129;61;176;110;133; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;33;M;Urban;304;15
444;4;131;290;185;117; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;38;F;Urban;334;17
445;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;33;M;Rural;417;21
446;2;244;225; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;M;Urban;546;27
447;6;107;131;85;643;210;107; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;M;Urban;524;26
448;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;40;F;Urban;310;16
449;4;210;256;180;140; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;58;M;Urban;514;26
450;2;319;219; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;50;M;Urban;577;29
451;3;167;110;248; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;39;M;Urban;648;32
452;2;267;310; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;50;M;Urban;652;33
453;4;43;229;154;91; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Urban;456;23
454;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;19;F;Rural;652;33
455;3;314;106;439; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;M;Rural;613;31
456;3;242;158;122; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Rural;388;19
457;1;117; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban;354;18
458;1;170; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban;457;23
459;1;133; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;45;M;Urban;663;33
460;3;349;149;302; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;39;M;Rural;580;29
461;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;32;M;Rural;614;31
462;1;320; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;M;Urban;583;29
463;1;132; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;46;F;Urban;419;21
464;1;53; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;F;Urban;361;18
465;3;110;191;162; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;63;F;Urban;524;26
466;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;51;F;Urban;311;16
467;4;239;197;147;91; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;36;F;Rural;580;29
468;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;72;F;Urban;642;32
469;2;82;180; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;51;M;Urban;665;33
470;2;999;226; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;39;F;Urban;321;16
471;1;205; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Rural;623;31
472;2;160;102; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;53;M;Urban;437;22
473;2;87;447; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;45;M;Urban;649;32
474;2;162;99; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;36;F;Urban;662;33
475;4;129;173;93;152; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;36;F;Rural;404;20
476;1;104; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;32;M;Urban;595;30
477;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban;582;29
478;5;103;177;175;72;115; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban;369;18
479;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;57;M;Urban;427;21
480;2;442;125; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban;635;32
481;1;120; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;36;F;Urban;678;34
482;5;139;192;244;183;118; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;43;F;Urban;307;15
483;1;114; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;46;F;Urban;351;18
484;1;309; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Rural;560;28
485;1;329; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;55;M;Rural;444;22
486;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;63;F;Urban;408;20
487;5;53;123;204;235;108; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;45;F;Urban;349;17
488;1;246; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;35;M;Urban;380;19
489;3;76;165;68; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;60;F;Urban;473;24
490;2;62;203; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;51;F;Urban;525;26
491;3;293;119;204; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;43;F;Urban;680;34
492;1;137; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;39;M;Rural;552;28
493;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;33;F;Urban;451;23
494;2;104;62; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Rural;357;18
495;2;171;104; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;39;F;Urban;324;16
496;4;134;92;100;165; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban;411;21
497;1;152; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;48;M;Urban;369;18
498;3;80;91;272; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;45;M;Rural;454;23
499;4;190;201;71;145; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;56;F;Urban;655;33
500;2;453;203; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;M;Urban;305;15
501;6;620;220;79;81;112;113; -   ; -   ; -   ; -   ; -   ;Private;SUV;40;F;Urban;525;26
502;3;245;83;69; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;M;Rural;363;18
503;5;144;178;191;117;174; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban;447;22
504;3;68;87;131; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;41;M;Urban;539;27
505;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Rural;472;24
506;5;174;211;204;86;245; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;35;M;Urban;353;18
507;1;168; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Rural;496;25
508;2;210;266; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;64;F;Urban;600;30
509;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Urban;485;24
510;2;268;62; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;39;M;Urban;642;32
511;1;69; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;69;M;Urban;394;20
512;3;288;196;190; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;35;F;Urban;569;28
513;1;224; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;44;M;Rural;481;24
514;4;365;107;52;202; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;44;M;Urban;440;22
515;4;66;114;125;202; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Rural;535;27
516;2;147;149; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;56;F;Urban;397;20
517;1;221; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;59;M;Urban;372;19
518;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;41;M;Urban;610;31
519;3;84;108;58; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;57;F;Urban;612;31
520;5;197;101;137;57;195; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;43;M;Urban;696;35
521;3;130;192;130; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;42;M;Urban;565;28
522;5;151;97;235;123;111; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;52;M;Urban;329;16
523;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;46;M;Urban;620;31
524;2;196;225; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;51;M;Rural;553;28
525;1;84; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;43;F;Urban;405;20
526;3;269;142;112; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;F;Urban;331;17
527;4;172;158;184;179; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Urban;538;27
528;2;100;154; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;F;Urban;617;31
529;4;76;255;136;54; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;F;Urban;567;28
530;7;376;80;95;122;166;457;79; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban;559;28
531;3;283;344;81; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Urban;564;28
532;6;144;71;178;68;132;67; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;41;F;Rural;466;23
533;3;245;335;116; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Urban;550;28
534;3;287;97;256; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;50;F;Urban;433;22
535;1;361; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;42;M;Urban;588;29
536;3;238;156;74; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;33;F;Urban;401;20
537;4;103;54;313;519; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;42;F;Rural;665;33
538;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban;610;31
539;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban;541;27
540;4;158;149;174;218; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;51;F;Urban;442;22
541;1;147; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;57;M;Urban;457;23
542;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;42;M;Urban;395;20
543;1;301; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Urban;483;24
544;2;113;60; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;56;F;Urban;583;29
545;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;52;F;Urban;434;22
546;2;53;73; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;F;Urban;329;16
547;2;45;86; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;43;M;Urban;587;29
548;1;99; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban;566;28
549;3;246;105;89; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;54;F;Rural;472;24
550;2;74;167; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;51;M;Urban;563;28
551;5;356;78;56;63;107; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;27;M;Urban;666;33
552;2;162;112; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;56;F;Urban;446;22
553;1;101; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban;336;17
554;2;262;203; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Rural;623;31
555;2;191;82; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;38;M;Rural;444;22
556;5;129;237;280;247;389; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;27;F;Urban;379;19
557;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;33;F;Urban;654;33
558;2;154;107; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;42;F;Urban;622;31
559;1;373; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Urban;579;29
560;1;148; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban;405;20
561;2;226;325; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban;338;17
562;7;374;241;275;211;185;128;100; -   ; -   ; -   ; -   ;Private;SUV;33;F;Rural;315;16
563;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban;654;33
564;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;58;F;Urban;546;27
565;4;104;126;59;179; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;43;M;Rural;416;21
566;3;219;206;173; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;49;M;Urban;689;34
567;1;97; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;40;F;Urban;456;23
568;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban;563;28
569;2;54;70; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Rural;620;31
570;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;49;M;Urban;543;27
571;1;63; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;39;F;Rural;430;22
572;4;312;76;111;499; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban;659;33
573;8;137;141;135;221;192;139;156;72; -   ; -   ; -   ;Private;SUV;27;F;Urban;361;18
574;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;48;M;Rural;394;20
575;2;181;112; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;47;M;Urban;548;27
576;2;407;216; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;38;F;Rural;355;18
577;2;107;138; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;44;F;Urban;572;29
578;1;187; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;44;F;Rural;566;28
579;1;171; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Rural;315;16
580;4;152;52;88;108; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;F;Urban;579;29
581;3;127;143;174; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;M;Rural;308;15
582;4;100;114;68;120; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;24;F;Urban;330;17
583;1;152; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;37;M;Urban;677;34
584;3;122;222;162; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;38;F;Urban;567;28
585;2;119;164; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;43;F;Urban;465;23
586;2;139;158; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Urban;349;17
587;1;144; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;36;F;Urban;394;20
588;5;200;75;129;458;282; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;50;M;Urban;490;25
589;3;100;256;139; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;31;M;Urban;393;20
590;6;61;71;143;212;314;97; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;M;Rural;524;26
591;3;68;225;83; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;42;F;Urban;429;21
592;2;297;264; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;44;M;Urban;525;26
593;2;266;192; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;59;F;Rural;678;34
594;1;77; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;40;M;Urban;415;21
595;1;323; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;31;F;Urban;665;33
596;3;242;87;119; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;40;M;Urban;330;17
597;6;82;163;119;139;131;180; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;F;Urban;581;29
598;3;145;269;354; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban;677;34
599;4;142;127;66;256; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;M;Urban;333;17
600;1;525; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;58;M;Rural;585;29
601;5;125;160;148;82;99; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;39;F;Rural;370;19
602;1;94; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Rural;460;23
603;1;88; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;32;M;Urban;571;29
604;3;66;115;223; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;57;M;Urban;700;35
605;3;166;132;221; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;47;F;Urban;477;24
606;2;120;26; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;44;M;Urban;478;24
607;4;176;104;162;195; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;44;M;Urban;588;29
608;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;M;Urban;325;16
609;9;314;326;212;152;67;151;116;106;272; -   ; -   ;Commercial;Panel Truck;55;M;Urban;545;27
610;7;120;71;218;126;99;73;194; -   ; -   ; -   ; -   ;Commercial;Panel Truck;52;F;Urban;507;25
611;2;201;114; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Urban;436;22
612;2;116;104; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;M;Urban;352;18
613;2;218;146; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;F;Rural;633;32
614;4;93;318;77;262; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;47;M;Urban;379;19
615;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Rural;416;21
616;1;194; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Urban;549;27
617;3;152;288;149; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban;315;16
618;4;148;117;206;480; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban;662;33
619;1;87; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;67;M;Urban;492;25
620;3;64;94;215; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;43;M;Urban;513;26
621;3;395;286;165; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;36;F;Urban;465;23
622;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;58;F;Urban;630;32
623;5;193;142;416;80;111; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;F;Urban;452;23
624;2;135;133; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;M;Urban;303;15
625;1;240; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;M;Urban;538;27
626;3;162;91;171; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;28;F;Rural;661;33
627;1;62; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;50;M;Urban;309;15
628;3;261;204;64; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;44;M;Urban;563;28
629;3;59;166;90; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;52;M;Urban;597;30
630;2;113;160; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;41;M;Urban;604;30
631;3;110;97;101; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;42;F;Rural;490;25
632;3;271;144;133; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;37;F;Urban;471;24
633;4;128;115;155;116; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;58;M;Urban;353;18
634;3;85;325;553; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;32;M;Rural;354;18
635;1;105; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;38;M;Urban;629;31
636;4;282;193;121;110; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;42;M;Urban;458;23
637;1;319; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;42;F;Urban;535;27
638;1;72; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;44;F;Rural;471;24
639;2;246;169; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;46;M;Rural;631;32
640;2;90;270; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;44;F;Rural;501;25
641;3;83;137;117; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;37;F;Urban;387;19
642;5;263;176;366;159;84; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;45;M;Urban;611;31
643;6;143;99;235;183;85;312; -   ; -   ; -   ; -   ; -   ;Private;Pickup;48;F;Urban;552;28
644;1;84; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;72;F;Urban;599;30
645;1;260; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;52;M;Urban;476;24
646;5;72;117;141;63;127; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban;483;24
647;4;288;106;225;264; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;40;F;Urban;359;18
